"job_title","job_link","job_type","job_category","posted","deadline","location","actual_job_title","company","job_status"
"Electrical Engineer (OBO) job at American Embassy Kigali Mission Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Electrical-Engineer-OBO-job-at-American-Embassy-Kigali-Mission-Rwanda-37371","Full-Time","Engineering","Posted: 81 Days Ago",2024-09-03,"Kigali","Electrical Engineer (OBO) job at American Embassy Kigali Mission Rwanda","American Embassy Kigali Mission Rwanda","Inactive"
"Driver job at United Nations Development Programme -Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Driver-job-at-United-Nations-Development-Programme-Rwanda-37370","Full-Time","Logistics/ Transportation/ Procurements","Posted: 81 Days Ago",2024-09-03,"Kigali","Driver job at United Nations Development Programme -Rwanda","United Nations Development Programme -Rwanda","Inactive"
"Revenue and Assurance Director job at King Faisal Hospital Rwanda (KFHR)","https://www.greatrwandajobs.com/jobs/job-detail/job-Revenue-and-Assurance-Director-job-at-King-Faisal-Hospital-Rwanda-KFHR-37372","Full-Time","Management","Posted: 81 Days Ago",2024-09-03,"Kigali","Revenue and Assurance Director job at King Faisal Hospital Rwanda (KFHR)","King Faisal Hospital Rwanda (KFHR)","Inactive"
"Consultancy to Support and Coordination of the Drone Community in Rwanda tender at GIZ Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Consultancy-to-Support-and-Coordination-of-the-Drone-Community-in-Rwanda-tender-at-GIZ-Rwanda-37364","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Consultancy to Support and Coordination of the Drone Community in Rwanda tender at GIZ Rwanda","GIZ Rwanda","Inactive"
"Expression of Interest (EOI) Consultancy to Support in Assessing Carbon Stocks and Carbon Market Potentials in Agriculture, Energy, Forestry and Livestock Sectors tender at GIZ Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Expression-of-Interest-EOI-Consultancy-to-Support-in-Assessing-Carbon-Stocks-and-Carbon-Market-Potentials-in-Agriculture,-Energy,-Forestry-and-Livestock-Sectors-tender-at-GIZ-Rwanda-37365","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Expression of Interest (EOI) Consultancy to Support in Assessing Carbon Stocks and Carbon Market Potentials in Agriculture, Energy, Forestry and Livestock Sectors tender at GIZ Rwanda","GIZ Rwanda","Inactive"
"Consultancy for Leading a User-centred Design Process to Identify Drone Use Cases in Rwanda tender at GIZ Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Consultancy-for-Leading-a-User-centred-Design-Process-to-Identify-Drone-Use-Cases-in-Rwanda-tender-at-GIZ-Rwanda-37366","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Consultancy for Leading a User-centred Design Process to Identify Drone Use Cases in Rwanda tender at GIZ Rwanda","GIZ Rwanda","Inactive"
"Expression of Interest (EOI) – Provision of 50 Microsoft 365 Enterprise E3 for LCGLR tender at GIZ Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Expression-of-Interest-EOI-–-Provision-of-50-Microsoft-365-Enterprise-E3-for-LCGLR-tender-at-GIZ-Rwanda-37367","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Expression of Interest (EOI) – Provision of 50 Microsoft 365 Enterprise E3 for LCGLR tender at GIZ Rwanda","GIZ Rwanda","Inactive"
"Invitation for Tender for Comprehensive Fumigation and Pest Control Services at Radisson Blu Hotel & Convention Center Kigali","https://www.greatrwandajobs.com/jobs/job-detail/job-Invitation-for-Tender-for-Comprehensive-Fumigation-and-Pest-Control-Services-at-Radisson-Blu-Hotel-Convention-Center-Kigali-37368","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Invitation for Tender for Comprehensive Fumigation and Pest Control Services at Radisson Blu Hotel & Convention Center Kigali","Radisson Blu Hotel & Convention Center Kigali","Inactive"
"Call for Application for Advanced Microsoft Excel tender at The Result Consult Co. Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Call-for-Application-for-Advanced-Microsoft-Excel-tender-at-The-Result-Consult-Co.-Ltd-37369","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Call for Application for Advanced Microsoft Excel tender at The Result Consult Co. Ltd","The Result Consult Co. Ltd","Inactive"
"Call for Expression of Interests for Civil Society Organizations in Hiv/tb Response Implementation Program tender at The Country Coordinating Mechanism of Rwanda(CCM Rwanda)","https://www.greatrwandajobs.com/jobs/job-detail/job-Call-for-Expression-of-Interests-for-Civil-Society-Organizations-in-Hivtb-Response-Implementation-Program-tender-at-The-Country-Coordinating-Mechanism-of-RwandaCCM-Rwanda-37361","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Call for Expression of Interests for Civil Society Organizations in Hiv/tb Response Implementation Program tender at The Country Coordinating Mechanism of Rwanda(CCM Rwanda)","The Country Coordinating Mechanism of Rwanda(CCM Rwanda)","Inactive"
"Call for Proposals to Implement Social Behaviour Change (SBC) Strategic Interventions for Malaria Response in the General Population tender at The Country Coordinating Mechanism of Rwanda(CCM Rwanda)","https://www.greatrwandajobs.com/jobs/job-detail/job-Call-for-Proposals-to-Implement-Social-Behaviour-Change-SBC-Strategic-Interventions-for-Malaria-Response-in-the-General-Population-tender-at-The-Country-Coordinating-Mechanism-of-RwandaCCM-Rwanda-37362","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Call for Proposals to Implement Social Behaviour Change (SBC) Strategic Interventions for Malaria Response in the General Population tender at The Country Coordinating Mechanism of Rwanda(CCM Rwanda)","The Country Coordinating Mechanism of Rwanda(CCM Rwanda)","Inactive"
"Terms of Reference for the Development of a Business Plan 2024 - 2028 tender at Centre Saint Paul Kigali Ltd (CSPK)","https://www.greatrwandajobs.com/jobs/job-detail/job-Terms-of-Reference-for-the-Development-of-a-Business-Plan-2024-2028-tender-at-Centre-Saint-Paul-Kigali-Ltd-CSPK-37363","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Terms of Reference for the Development of a Business Plan 2024 - 2028 tender at Centre Saint Paul Kigali Ltd (CSPK)","Centre Saint Paul Kigali Ltd (CSPK)","Inactive"
"Call for Application - Professional Training on Planning, Monitoring, Evaluation and Reporting of Projects tender at Economic Policy Research Network Rwanda( EPRN)","https://www.greatrwandajobs.com/jobs/job-detail/job-Call-for-Application-Professional-Training-on-Planning,-Monitoring,-Evaluation-and-Reporting-of-Projects-tender-at-Economic-Policy-Research-Network-Rwanda-EPRN-37350","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Call for Application - Professional Training on Planning, Monitoring, Evaluation and Reporting of Projects tender at Economic Policy Research Network Rwanda( EPRN)","Economic Policy Research Network Rwanda( EPRN)","Inactive"
"Cleaning and Kitchen Consumables tender at University of Global Health Equity (UGHE)","https://www.greatrwandajobs.com/jobs/job-detail/job-Cleaning-and-Kitchen-Consumables-tender-at-University-of-Global-Health-Equity-UGHE-37352","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Cleaning and Kitchen Consumables tender at University of Global Health Equity (UGHE)","University of Global Health Equity (UGHE)","Inactive"
"Terms of Reference for Provision of Sports Services tender at University of Global Health Equity (UGHE)","https://www.greatrwandajobs.com/jobs/job-detail/job-Terms-of-Reference-for-Provision-of-Sports-Services-tender-at-University-of-Global-Health-Equity-UGHE-37353","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Terms of Reference for Provision of Sports Services tender at University of Global Health Equity (UGHE)","University of Global Health Equity (UGHE)","Inactive"
"Facility Rehabilitation in Mugombwa, Kigeme, and Etm Gashora Refugee Camps tender at Adventist Development and Relief Agency (ADRA)","https://www.greatrwandajobs.com/jobs/job-detail/job-Facility-Rehabilitation-in-Mugombwa,-Kigeme,-and-Etm-Gashora-Refugee-Camps-tender-at-Adventist-Development-and-Relief-Agency-ADRA-37356","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Facility Rehabilitation in Mugombwa, Kigeme, and Etm Gashora Refugee Camps tender at Adventist Development and Relief Agency (ADRA)","Adventist Development and Relief Agency (ADRA)","Inactive"
"Construction of Road, Conference Hall, Latrines, and Facility Rehabilitation in Kiziba, Mahama, and Nyabiheke Refugee Camps tender at Adventist Development and Relief Agency (ADRA)","https://www.greatrwandajobs.com/jobs/job-detail/job-Construction-of-Road,-Conference-Hall,-Latrines,-and-Facility-Rehabilitation-in-Kiziba,-Mahama,-and-Nyabiheke-Refugee-Camps-tender-at-Adventist-Development-and-Relief-Agency-ADRA-37357","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Construction of Road, Conference Hall, Latrines, and Facility Rehabilitation in Kiziba, Mahama, and Nyabiheke Refugee Camps tender at Adventist Development and Relief Agency (ADRA)","Adventist Development and Relief Agency (ADRA)","Inactive"
"Launch of Certified Microfinance Professional Level 1 and 2 Training Programs for the 2024 Intake tender at RICEM","https://www.greatrwandajobs.com/jobs/job-detail/job-Launch-of-Certified-Microfinance-Professional-Level-1-and-2-Training-Programs-for-the-2024-Intake-tender-at-RICEM-37355","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Launch of Certified Microfinance Professional Level 1 and 2 Training Programs for the 2024 Intake tender at RICEM","RICEM","Inactive"
"Purchase of a Brand-new Car tender at the Association of Microfinance Institutions in Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Purchase-of-a-Brand-new-Car-tender-at-the-Association-of-Microfinance-Institutions-in-Rwanda-37348","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Purchase of a Brand-new Car tender at the Association of Microfinance Institutions in Rwanda","the Association of Microfinance Institutions in Rwanda","Inactive"
"Request for Expression of Interest for (REOI) Hiring Catering Services tender at Rwanda Medical Supply Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Request-for-Expression-of-Interest-for-REOI-Hiring-Catering-Services-tender-at-Rwanda-Medical-Supply-Ltd-37360","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Request for Expression of Interest for (REOI) Hiring Catering Services tender at Rwanda Medical Supply Ltd","Rwanda Medical Supply Ltd","Inactive"
"Hiring a Consulting Firm to Support in Preparation and Facilitation of SMEs Demo Day and Pitching Events Under CIRF - Program for Rwanda Cleaner Production and Climate Innovation Centre (CPCIC)","https://www.greatrwandajobs.com/jobs/job-detail/job-Hiring-a-Consulting-Firm-to-Support-in-Preparation-and-Facilitation-of-SMEs-Demo-Day-and-Pitching-Events-Under-CIRF-Program-for-Rwanda-Cleaner-Production-and-Climate-Innovation-Centre-CPCIC-37351","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Hiring a Consulting Firm to Support in Preparation and Facilitation of SMEs Demo Day and Pitching Events Under CIRF - Program for Rwanda Cleaner Production and Climate Innovation Centre (CPCIC)",NA,"Inactive"
"Provision of Deep Cleaning, Carpet Cleaning, and Laundry Services tender at Nyarutarama Sports Trust Club ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Provision-of-Deep-Cleaning,-Carpet-Cleaning,-and-Laundry-Services-tender-at-Nyarutarama-Sports-Trust-Club-ltd-37358","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Provision of Deep Cleaning, Carpet Cleaning, and Laundry Services tender at Nyarutarama Sports Trust Club ltd","Nyarutarama Sports Trust Club ltd","Inactive"
"Supply of Wines and Liquors for Bar-Resto Services tender at Nyarutarama Sports Trust Club ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-of-Wines-and-Liquors-for-Bar-Resto-Services-tender-at-Nyarutarama-Sports-Trust-Club-ltd-37359","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Supply of Wines and Liquors for Bar-Resto Services tender at Nyarutarama Sports Trust Club ltd","Nyarutarama Sports Trust Club ltd","Inactive"
"Provision of Agricultural Lime/Travertine 25 Tons to Women Cooperatives in Huye District Mukura Sector tender at Strive Foundation Rwanda (SFR)","https://www.greatrwandajobs.com/jobs/job-detail/job-Provision-of-Agricultural-LimeTravertine-25-Tons-to-Women-Cooperatives-in-Huye-District-Mukura-Sector-tender-at-Strive-Foundation-Rwanda-SFR-37349","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Provision of Agricultural Lime/Travertine 25 Tons to Women Cooperatives in Huye District Mukura Sector tender at Strive Foundation Rwanda (SFR)","Strive Foundation Rwanda (SFR)","Inactive"
"Market Advertisement for Buying Children's Bags tender at Project RW0762 LCR Date","https://www.greatrwandajobs.com/jobs/job-detail/job-Market-Advertisement-for-Buying-Children39;s-Bags-tender-at-Project-RW0762-LCR-Date-37354","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Market Advertisement for Buying Children's Bags tender at Project RW0762 LCR Date","Project RW0762 LCR Date","Inactive"
"Hiring Of Individual Consultant For Environmental And Social Safeguard job at Smart Africa Secretariat","https://www.greatrwandajobs.com/jobs/job-detail/job-Hiring-Of-Individual-Consultant-For-Environmental-And-Social-Safeguard-job-at-Smart-Africa-Secretariat-37347","Full-Time","Consultant/ Contractual","Posted: 84 Days Ago",2024-09-02,"Kigali","Hiring Of Individual Consultant For Environmental And Social Safeguard job at Smart Africa Secretariat","Smart Africa Secretariat","Inactive"
"Selection Of Individual Consultant Services job at Smart Africa Secretariat","https://www.greatrwandajobs.com/jobs/job-detail/job-Selection-Of-Individual-Consultant-Services-job-at-Smart-Africa-Secretariat-37346","Full-Time","Consultant/ Contractual","Posted: 84 Days Ago",2024-09-02,"Kigali","Selection Of Individual Consultant Services job at Smart Africa Secretariat","Smart Africa Secretariat","Inactive"
"General manager job at The B Hotel","https://www.greatrwandajobs.com/jobs/job-detail/job-General-manager-job-at-The-B-Hotel-37345","Full-Time","Accounting/ Finance","Posted: 84 Days Ago",2024-08-20,"Kigali","General manager job at The B Hotel","The B Hotel","Inactive"
"Maintenance Officer job at The B Hotel","https://www.greatrwandajobs.com/jobs/job-detail/job-Maintenance-Officer-job-at-The-B-Hotel-37344","Full-Time","Management","Posted: 84 Days Ago",2024-08-20,"Kigali","Maintenance Officer job at The B Hotel","The B Hotel","Inactive"
"Itangazo Ry’isoko ryo Gutanga Inkoko 244 Za Sasu Zitera Amagi N’ingurube 30 Z’imvange Ya Landrace Na Pietre tender at PROJECT RW0177 KIGUFI","https://www.greatrwandajobs.com/jobs/job-detail/job-Itangazo-Ry’isoko-ryo-Gutanga-Inkoko-244-Za-Sasu-Zitera-Amagi-N’ingurube-30-Z’imvange-Ya-Landrace-Na-Pietre-tender-at-PROJECT-RW0177-KIGUFI-37343","Full-Time","Tenders in Rwanda","Posted: 84 Days Ago",2024-08-28,"Kigali","Itangazo Ry’isoko ryo Gutanga Inkoko 244 Za Sasu Zitera Amagi N’ingurube 30 Z’imvange Ya Landrace Na Pietre tender at PROJECT RW0177 KIGUFI","PROJECT RW0177 KIGUFI","Inactive"
"Isoko Ryo Kugurira Abagenerwabikorwa 249 Ibikapu tender at Bethesda Nyarubuye RW0911","https://www.greatrwandajobs.com/jobs/job-detail/job-Isoko-Ryo-Kugurira-Abagenerwabikorwa-249-Ibikapu-tender-at-Bethesda-Nyarubuye-RW0911-37342","Full-Time","Tenders in Rwanda","Posted: 84 Days Ago",2024-08-27,"Kigali","Isoko Ryo Kugurira Abagenerwabikorwa 249 Ibikapu tender at Bethesda Nyarubuye RW0911","Bethesda Nyarubuye RW0911","Inactive"
"Assistant Cost Accountant job at Uzima Chicken Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Assistant-Cost-Accountant-job-at-Uzima-Chicken-Ltd-37341","Full-Time","Accounting/ Finance","Posted: 84 Days Ago",2024-08-29,"Kigali","Assistant Cost Accountant job at Uzima Chicken Ltd","Uzima Chicken Ltd","Inactive"
